article,target,link,link_position,link_page_rank,link_category
World_War_II,Google,Yugoslavia,0.45108695652173914,0.0004923469554958204,History
United_States,Google,Interpol,0.6411378555798687,0.00020072836300416935,Citizenship
United_States,Google,Education_in_the_United_States,0.6520787746170679,6.572006567364744e-05,Geography
Internet,Google,London,0.8157894736842105,0.0030779602185074433,Geography
Internet,Google,Information,0.0,0.00039750398818941295,Everyday
Microsoft,Google,Stock,0.8333333333333334,0.00031421186619882025,Business
Microsoft,Google,Richard_Stallman,0.9444444444444444,0.0001717723000665922,People
Aircraft,Google,World_War_I,0.8076923076923077,0.0025604935990269926,History
Aircraft,Google,Airship,0.11538461538461539,0.00014673351122286568,Design
Helium,Google,Hydrogen,0.12149532710280374,0.0012080254759378438,Science
Helium,Google,Mineral,0.4766355140186916,0.0009106271263508249,Geography
Absolute_zero,Google,Galileo_Galilei,0.11764705882352941,0.0003918525792635742,People
Absolute_zero,Google,Max_Planck,0.5294117647058824,0.00017479180859384784,People
Empiricism,Google,Ludwig_Wittgenstein,0.8148148148148148,0.0001976938212691829,People
Empiricism,Google,Latin,0.9259259259259259,0.004423870040060783,Language
Science,Google,Topology,0.37777777777777777,0.00020550230444016943,Mathematics
Science,Google,Ethics,0.2222222222222222,0.0005688879096178723,Religion
Calculus,Google,10th_century,0.4523809523809524,0.0006316136666710586,History
Calculus,Google,Algorithm,0.5952380952380952,0.0002242035476403834,Mathematics
Mathematics,Google,Geometry,0.3010752688172043,0.0004150811111984302,Mathematics
Mathematics,Google,Mathematical_analysis,0.6559139784946236,0.00018643913460509855,Mathematics
Number,Google,3rd_century,0.43636363636363634,0.00040533399506687115,History
Number,Google,Pi,0.6181818181818182,0.00013578144240169223,Mathematics
Prime_number,Google,Fundamental_theorem_of_arithmetic,0.12,9.182186249988386e-05,Mathematics
Prime_number,Google,Albert_Einstein,0.72,0.0008437393800564723,People
Algorithm,Google,Gottfried_Leibniz,0.7777777777777778,0.0003347420867938402,People
Algorithm,Google,Evolution,0.5555555555555556,0.001110119726629287,Science
Mathematics,Google,Set,0.6989247311827957,0.00018986120601157546,Mathematics
Mathematics,Google,Trigonometry,0.7526881720430108,0.00013062835663775168,Mathematics
Geometry,Google,Mathematics,0.0,0.0013684076125987173,Mathematics
Geometry,Google,Mathematics,0.0,0.0013684076125987173,Mathematics
Mathematical_analysis,Google,14th_century,0.21052631578947367,0.0005956410374425819,History
Mathematical_analysis,Google,Calculus,0.05263157894736842,0.00033031443411553276,Mathematics
Mathematics,Google,Latin,0.17204301075268819,0.004423870040060783,Language
Mathematics,Google,Applied_mathematics,0.3763440860215054,0.00012876685268130072,Mathematics
Computer_science,Google,Internet,0.36,0.001009775418743336,Citizenship
Computer_science,Google,Game_theory,0.76,0.00022631825301917596,Mathematics
Internet,Google,Microsoft,0.6052631578947368,0.0003611461673237033,IT
Internet,Google,Iran,0.7368421052631579,0.0015198053089064717,Countries
Aircraft,Google,Jet_engine,0.07692307692307693,0.0002142862221271383,Design
Aircraft,Google,Hot_air_balloon,0.3076923076923077,9.639566732472181e-05,Design
Boeing_747,Google,September_11%2C_2001_attacks,0.8125,0.0004310622194728677,History
Boeing_747,Google,Tehran,0.7083333333333334,0.00017400003254056822,Geography
Seattle%2C_Washington,Google,Telephone,0.9696969696969697,0.0003305595961407634,Design
Seattle%2C_Washington,Google,United_States,0.8787878787878788,0.009565545383105637,Geography
Microsoft,Google,Microsoft_Windows,0.2222222222222222,0.0003797010150537049,IT
Microsoft,Google,Bill_Gates,0.7777777777777778,0.00012706436468950906,People
Aircraft,Google,Turkey,0.7692307692307693,0.001584009391722654,Geography
Aircraft,Google,Jet_engine,0.6153846153846154,0.0002142862221271383,Design
United_Kingdom,Google,Wales,0.6579925650557621,0.001099763207428743,Geography
United_Kingdom,Google,Gordon_Brown,0.6319702602230484,0.00010851442332185013,People
Computer,Google,World_Wide_Web,0.5952380952380952,0.00022374113547580924,IT
Computer,Google,Middle_Ages,0.07142857142857142,0.0021284751539196655,History
Internet,Google,Europe,0.5263157894736842,0.006339517036740152,Geography
Internet,Google,Switzerland,0.18421052631578946,0.0015433288719245036,Countries
Microsoft,Google,Television,0.16666666666666666,0.0010744071062606401,Design
Microsoft,Google,World_Wide_Web,0.7222222222222222,0.00022374113547580924,IT
Microsoft_Windows,Google,Microsoft,0.1111111111111111,0.0003611461673237033,IT
Microsoft_Windows,Google,Windows_XP,0.3333333333333333,0.00019496097918778588,IT
Windows_Vista,Google,Phishing,0.7058823529411765,5.5809569143771236e-05,IT
Windows_Vista,Google,RSS_%28file_format%29,0.5294117647058824,7.083436775941292e-05,IT
Internet_Explorer,Google,Spyware,0.8181818181818182,0.00010519602309017157,IT
Internet_Explorer,Google,Biodiversity,0.9090909090909091,0.0005360405106369797,Citizenship
Aircraft,Euclid,Boeing_747,0.2692307692307692,0.00012229221047952669,Design
Aircraft,Euclid,Hot_air_balloon,0.3076923076923077,9.639566732472181e-05,Design
Airship,Euclid,Gibraltar,0.78125,0.00042777076452030574,Geography
Airship,Euclid,Japan,0.65625,0.0038897636226420517,Geography
Vienna,Euclid,Eastern_Orthodox_Church,0.42028985507246375,0.0006853225341063956,Religion
Vienna,Euclid,Japan,0.9565217391304348,0.0038897636226420517,Geography
Architecture,Euclid,India,0.6166666666666667,0.004035532403528955,Geography
Architecture,Euclid,Pakistan,0.75,0.001291439175985583,Geography
Mathematics,Euclid,Aristotle,0.20430107526881722,0.0011694147791972433,People
Mathematics,Euclid,Number,0.6774193548387096,0.000202800239177942,Mathematics
Aircraft,Euclid,Jet_engine,0.07692307692307693,0.0002142862221271383,Design
Aircraft,Euclid,Wind,0.38461538461538464,0.00024227601212637215,Geography
Hydrogen,Euclid,Ammonia,0.17857142857142858,0.0005753228322082617,Science
Hydrogen,Euclid,Nickel,0.8928571428571429,0.00041727940930977325,Science
Special_relativity,Euclid,Light,0.3888888888888889,0.0008042394015504177,Science
Special_relativity,Euclid,Energy,0.5555555555555556,0.0010511884271658697,Science
String_theory,Euclid,Proton,0.21621621621621623,0.0005056734828245396,Science
String_theory,Euclid,Black_hole,0.2702702702702703,0.00017489485943390513,Science
Aircraft,Euclid,Wind,0.38461538461538464,0.00024227601212637215,Geography
Aircraft,Euclid,Helium,0.15384615384615385,0.0005384837820931781,Science
Helium,Euclid,Crystal,0.2616822429906542,0.000522572398355977,Science
Helium,Euclid,Hydrogen,0.17757009345794392,0.0012080254759378438,Science
Human,Euclid,Swaziland,0.20100502512562815,0.00028628418985262905,Countries
Human,Euclid,United_States_dollar,0.47738693467336685,0.0011692822255223146,Business
Aircraft,Adolf_Hitler,Wind,0.38461538461538464,0.00024227601212637215,Geography
Aircraft,Adolf_Hitler,Jet_engine,0.6153846153846154,0.0002142862221271383,Design
Aircraft,Parliament_of_the_United_Kingdom,American_Civil_War,0.6538461538461539,0.0007896180161369588,History
Aircraft,Parliament_of_the_United_Kingdom,Vietnam_War,0.8846153846153846,0.0005691309275653713,History
World_War_II,Parliament_of_the_United_Kingdom,Aircraft,0.8586956521739131,0.0003052022888015206,Design
World_War_II,Parliament_of_the_United_Kingdom,Singapore,0.5271739130434783,0.0007538790936522571,Geography
Aircraft,Parliament_of_the_United_Kingdom,Wind,0.38461538461538464,0.00024227601212637215,Geography
Aircraft,Parliament_of_the_United_Kingdom,Turkey,0.7692307692307693,0.001584009391722654,Geography
Aircraft,Yugoslavia,World_War_II,0.7307692307692307,0.00472450366555719,History
Aircraft,Yugoslavia,Boeing_747,0.2692307692307692,0.00012229221047952669,Design
Hot_air_balloon,Yugoslavia,France,0.0,0.006422591500548313,Geography
Hot_air_balloon,Yugoslavia,France,0.0,0.006422591500548313,Geography
United_Kingdom,Yugoslavia,Computer,0.7695167286245354,0.0008486521965096988,IT
United_Kingdom,Yugoslavia,Tennis,0.8773234200743495,0.0006718392370976072,Everyday
Church_of_England,Yugoslavia,Rowan_Williams,0.44680851063829785,0.00010039056123726405,People
Church_of_England,Yugoslavia,Canterbury_Cathedral,0.3404255319148936,0.0001740563686364364,Design
Roman_Catholic_Church,Yugoslavia,Roman_Empire,0.1095890410958904,0.0021360106597982107,History
Roman_Catholic_Church,Yugoslavia,Roman_Empire,0.1095890410958904,0.0021360106597982107,History
Pope_John_Paul_II,Yugoslavia,The_Holocaust,0.5914634146341463,0.0005514573080823189,History
Pope_John_Paul_II,Yugoslavia,Haiti,0.7317073170731707,0.0005576468417347897,Countries
Aircraft,Yugoslavia,Wind,0.38461538461538464,0.00024227601212637215,Geography
Aircraft,Yugoslavia,Wind,0.38461538461538464,0.00024227601212637215,Geography
Russia,Yugoslavia,Country,0.043478260869565216,0.0008624254230312757,Geography
Russia,Yugoslavia,Asia,0.2318840579710145,0.0022547159878325757,Geography
Turkey,Yugoslavia,Benin,0.8112094395280236,0.0003066124410647309,Countries
Turkey,Yugoslavia,NATO,0.061946902654867256,0.0009746651277059468,Citizenship
Aircraft,Yugoslavia,Hydrogen,0.9230769230769231,0.0012080254759378438,Science
Aircraft,Yugoslavia,Boeing_747,0.2692307692307692,0.00012229221047952669,Design
United_Kingdom,Yugoslavia,Scottish_Highlands,0.9739776951672863,0.00017406546191795755,Geography
United_Kingdom,Yugoslavia,Roman_Britain,0.49070631970260226,0.0002794229465880167,History
Europe,Yugoslavia,Finland,0.9786780383795309,0.001009621435681574,Countries
Europe,Yugoslavia,Geology,0.0021321961620469083,0.0007059623442478981,Geography
Aircraft,Yugoslavia,Boeing_747,0.2692307692307692,0.00012229221047952669,Design
Aircraft,Yugoslavia,Airship,0.5384615384615384,0.00014673351122286568,Design
Russia,Yugoslavia,Black_Sea,0.25120772946859904,0.0006689953719335663,Geography
Russia,Yugoslavia,Byzantine_Empire,0.1642512077294686,0.0012918693799320255,History
Belarus,Yugoslavia,Soviet_Union,0.36,0.002242258091629815,History
Belarus,Yugoslavia,Nazi_Germany,0.37333333333333335,0.000989346951102973,History
Aircraft,Yugoslavia,Airship,0.5384615384615384,0.00014673351122286568,Design
Aircraft,Yugoslavia,Earth%27s_atmosphere,0.038461538461538464,0.0011172529896653557,Geography
Russia,Yugoslavia,Time_zone,0.7004830917874396,0.0034658653495891,Geography
Russia,Yugoslavia,United_Nations,0.43478260869565216,0.0028085372133175076,Citizenship
Aircraft,Yugoslavia,Russia,0.9615384615384616,0.003496131617966406,Countries
Aircraft,Yugoslavia,Earth%27s_atmosphere,0.038461538461538464,0.0011172529896653557,Geography
World_War_II,Yugoslavia,Baltic_Sea,0.7119565217391305,0.0006497932466591777,Geography
World_War_II,Yugoslavia,Latvia,0.28804347826086957,0.0006256183689303482,Geography
Joseph_Stalin,Yugoslavia,Bulgaria,0.46226415094339623,0.0007762822609247778,Geography
Joseph_Stalin,Yugoslavia,Communism,0.11320754716981132,0.001179355374011285,Citizenship
Soviet_Union,Yugoslavia,Europe,0.42424242424242425,0.006339517036740152,Geography
Soviet_Union,Yugoslavia,Lithuania,0.3434343434343434,0.0008065003768905574,Geography
European_Union,Yugoslavia,Atheism,0.8608058608058609,0.0004256622803128322,Religion
European_Union,Yugoslavia,Eastern_Orthodox_Church,0.8461538461538461,0.0006853225341063956,Religion
Slovenia,Yugoslavia,Italy,0.22088353413654618,0.003717238851113226,Geography
Slovenia,Yugoslavia,Bosnia_and_Herzegovina,0.5381526104417671,0.000507200479464381,Countries
Aircraft,Yugoslavia,World_War_I,0.6923076923076923,0.0025604935990269926,History
Aircraft,Yugoslavia,Russia,0.9615384615384616,0.003496131617966406,Countries
Aircraft,Yugoslavia,World_War_I,0.6923076923076923,0.0025604935990269926,History
Aircraft,Yugoslavia,American_Civil_War,0.6538461538461539,0.0007896180161369588,History
Turkey,Yugoslavia,Slovenia,0.6902654867256637,0.0006536374781250568,Geography
Turkey,Yugoslavia,9th_century,0.09144542772861357,0.0008661081215206158,History
Bulgaria,Yugoslavia,Cameroon,0.6344827586206897,0.0005287069205614055,Geography
Bulgaria,Yugoslavia,NATO,0.1103448275862069,0.0009746651277059468,Citizenship
Serbia,Yugoslavia,Spain,0.6268115942028986,0.003642312927537101,Countries
Serbia,Yugoslavia,Latin,0.2971014492753623,0.004423870040060783,Language
Aircraft,Yugoslavia,World_War_II,0.8461538461538461,0.00472450366555719,History
Aircraft,Yugoslavia,Jet_engine,0.6153846153846154,0.0002142862221271383,Design
Russia,Yugoslavia,Natural_gas,0.748792270531401,0.0009661636036072493,Science
Russia,Yugoslavia,List_of_countries_by_system_of_government,0.014492753623188406,0.0028333266533963103,Citizenship
Soviet_Union,Yugoslavia,Berlin,0.41414141414141414,0.0008492667590039291,Geography
Soviet_Union,Yugoslavia,United_Nations,0.5959595959595959,0.0028085372133175076,Citizenship
Aircraft,Yugoslavia,World_War_II,0.5769230769230769,0.00472450366555719,History
Aircraft,Yugoslavia,World_War_II,0.8461538461538461,0.00472450366555719,History
Aircraft,Yugoslavia,Turkey,0.7692307692307693,0.001584009391722654,Geography
Aircraft,Yugoslavia,Wind,0.38461538461538464,0.00024227601212637215,Geography
World_War_II,Yugoslavia,The_Blitz,0.375,0.00013842971383506332,History
World_War_II,Yugoslavia,Radar,0.8478260869565217,0.0002325530295776745,Design
Aircraft,Yugoslavia,Wind,0.38461538461538464,0.00024227601212637215,Geography
Aircraft,Yugoslavia,Airbus_A380,0.23076923076923078,0.00015625453951141478,Design
Aircraft,Chola_dynasty,Wind,0.38461538461538464,0.00024227601212637215,Geography
Aircraft,Chola_dynasty,Russia,0.9615384615384616,0.003496131617966406,Countries
United_Kingdom,Chola_dynasty,Guernsey,0.6802973977695167,0.00022534481971382193,Geography
United_Kingdom,Chola_dynasty,Tony_Blair,0.6356877323420075,0.00031621343149994176,People
India,Chola_dynasty,Himalayas,0.5904761904761905,0.0004778186924047151,Geography
India,Chola_dynasty,British_East_India_Company,0.26666666666666666,0.000342799677241727,History
Tamil_language,Chola_dynasty,Tamil_people,0.17647058823529413,0.00013857118353011202,Geography
Tamil_language,Chola_dynasty,Alphabet,0.8382352941176471,0.0001641203065460027,Language
Aircraft,Heraclius,United_Kingdom,0.5,0.006234853214871949,Geography
Aircraft,Heraclius,United_Kingdom,0.5,0.006234853214871949,Geography
Turkey,Heraclius,Arabic_language,0.2448377581120944,0.001848610012479599,Language
Turkey,Heraclius,South_Korea,0.5988200589970502,0.0009303638775620338,Geography
Constantine_I,Heraclius,Raphael,0.46153846153846156,0.000253196503833564,People
Constantine_I,Heraclius,Roman_Britain,0.2564102564102564,0.0002794229465880167,History
Aircraft,Constitution_of_May_3%2C_1791,Hovercraft,0.4230769230769231,0.00010982111983883871,Design
Aircraft,Constitution_of_May_3%2C_1791,World_War_I,0.6923076923076923,0.0025604935990269926,History
Russia,Constitution_of_May_3%2C_1791,Anno_Domini,0.14492753623188406,0.0006781066608417008,History
Russia,Constitution_of_May_3%2C_1791,Islam,0.7874396135265701,0.002714755596324481,Religion
Poland,Constitution_of_May_3%2C_1791,Ukraine,0.10476190476190476,0.0012375522982494111,Countries
Poland,Constitution_of_May_3%2C_1791,United_Kingdom,0.47619047619047616,0.006234853214871949,Geography
Algorithm,Bird,Abacus,0.7037037037037037,0.00016508115746812993,Everyday
Algorithm,Bird,Charles_Babbage,0.8518518518518519,0.0001157585737606986,People
Alan_Turing,Bird,Enigma_machine,0.16129032258064516,7.990839259155293e-05,Design
Alan_Turing,Bird,Winston_Churchill,0.7419354838709677,0.0004636185525375161,History
Rainbow,Bird,Inca_Empire,0.8214285714285714,0.00022826634684362275,History
Rainbow,Bird,Italy,0.7857142857142857,0.003717238851113226,Geography
Ecuador,Bird,World_War_II,0.4098360655737705,0.00472450366555719,History
Ecuador,Bird,Soup,0.9344262295081968,0.00011239593701669118,Everyday
Algorithm,Film,Imperative_programming,0.18518518518518517,9.829532867862111e-05,IT
Algorithm,Film,Chess,0.5185185185185185,0.00031264886245775035,Everyday
English_language,Film,The_Bahamas,0.400990099009901,0.00034970045737217734,Countries
English_language,Film,Papua_New_Guinea,0.7079207920792079,0.00034398188625478786,Geography
Algorithm,Life,Imperative_programming,0.18518518518518517,9.829532867862111e-05,IT
Algorithm,Life,Baghdad,0.6296296296296297,0.0005042031829802079,Geography
Clock,Life,Solar_System,0.28125,0.0006282628995172909,Science
Clock,Life,Norwich,0.3125,8.252533687307245e-05,Geography
Algorithm,Spanish_Armada,Alan_Turing,0.9259259259259259,0.0001345117661406295,People
Algorithm,Spanish_Armada,Gottfried_Leibniz,0.7777777777777778,0.0003347420867938402,People
Linguistics,Spanish_Armada,Noam_Chomsky,0.42857142857142855,0.00022028400673620072,Language
Linguistics,Spanish_Armada,Brain,0.5714285714285714,0.0004315583795318703,Science
Language,Spanish_Armada,Chimpanzee,0.8333333333333334,0.00021813435753691336,Science
Language,Spanish_Armada,Middle_East,0.6,0.0017112295966075536,Geography
Spanish_language,Spanish_Armada,United_States,0.5,0.009565545383105637,Geography
Spanish_language,Spanish_Armada,Gibraltar,0.5523809523809524,0.00042777076452030574,Geography
Spain,Spanish_Armada,Mediterranean_Sea,0.1897810218978102,0.001439377422595299,Geography
Spain,Spanish_Armada,Western_Sahara,0.5109489051094891,0.00036322877952924985,Countries
Algorithm,Prague,Abacus,0.7037037037037037,0.00016508115746812993,Everyday
Algorithm,Prague,Charles_Babbage,0.8518518518518519,0.0001157585737606986,People
Mathematics,Prague,Mathematical_analysis,0.6559139784946236,0.00018643913460509855,Mathematics
Mathematics,Prague,Computer_science,0.8924731182795699,0.0004277561808786234,IT
Isaac_Newton,Prague,Pi,0.34177215189873417,0.00013578144240169223,Mathematics
Isaac_Newton,Prague,Luminiferous_aether,0.46835443037974683,0.0001309096993510896,Science
England,Prague,Francis_Bacon,0.599250936329588,0.00016128470725826347,People
England,Prague,FIFA,0.6329588014981273,0.0002562437175821022,Everyday
Germany,Prague,Serbia,0.7707317073170732,0.0006305821212868106,Geography
Germany,Prague,Munich,0.2121951219512195,0.0003884148247293813,Geography
Algorithm,Argon,Cryptography,0.5925925925925926,0.000209418914668044,IT
Algorithm,Argon,Evolution,0.5555555555555556,0.001110119726629287,Science
Mathematics,Argon,Motion_%28physics%29,0.06451612903225806,0.00026280554124938625,Science
Mathematics,Argon,British_English,0.21505376344086022,0.00035184577084484443,Language
Science,Argon,Renaissance,0.9333333333333333,0.001027839966330342,History
Science,Argon,Quantum_mechanics,0.28888888888888886,0.0007116017491224287,Science
Physical_science,Argon,Energy,0.594059405940594,0.0010511884271658697,Science
Physical_science,Argon,Energy,0.594059405940594,0.0010511884271658697,Science
Chemistry,Argon,Salt,0.6582278481012658,0.0005974989703013646,Science
Chemistry,Argon,Iron,0.31645569620253167,0.001470927315458013,Science
Algorithm,Pali_Canon,Gottfried_Leibniz,0.7777777777777778,0.0003347420867938402,People
Algorithm,Pali_Canon,Computer,0.14814814814814814,0.0008486521965096988,IT
English_language,Pali_Canon,Kenya,0.21287128712871287,0.0005571638902756405,Countries
English_language,Pali_Canon,European_Union,0.09405940594059406,0.002318582455038707,Citizenship
India,Pali_Canon,Tamil_language,0.819047619047619,0.00042585063291122947,Language
India,Pali_Canon,Ganges_River,0.6095238095238096,0.00018711564740548216,Geography
Allegory_in_the_Middle_Ages,England,Dante_Alighieri,0.3333333333333333,0.00031922820988831497,People
Allegory_in_the_Middle_Ages,England,Medieval_literature,0.16666666666666666,6.568830967835463e-05,Language
Allegory_in_the_Middle_Ages,Radar,Consolation_of_Philosophy,0.8333333333333334,5.8645299327061745e-05,Religion
Allegory_in_the_Middle_Ages,Radar,Consolation_of_Philosophy,0.8333333333333334,5.8645299327061745e-05,Religion
Middle_Ages,Radar,Jerusalem,0.5445544554455446,0.0007768117772128542,Geography
Middle_Ages,Radar,Dark_Ages,0.06930693069306931,0.00031868710044187905,History
Industrial_Revolution,Radar,Global_warming,0.7575757575757576,0.0007064953574646242,Geography
Industrial_Revolution,Radar,Iron,0.10606060606060606,0.001470927315458013,Science
Technology,Radar,Copper,0.30952380952380953,0.001068253570693751,Science
Technology,Radar,Computer_science,0.5952380952380952,0.0004277561808786234,IT
Allegory_in_the_Middle_Ages,Anarchism,Virgil,0.6666666666666666,0.0003549891013722675,People
Allegory_in_the_Middle_Ages,Anarchism,God,0.5,0.0010926404270299543,Religion
Virgil,Anarchism,Middle_Ages,0.6285714285714286,0.0021284751539196655,History
Virgil,Anarchism,Jesus,0.6857142857142857,0.0009691906499276004,Religion
Italy,Anarchism,Morocco,0.7024793388429752,0.0009835209313339107,Countries
Italy,Anarchism,Roman_Catholic_Church,0.1487603305785124,0.002008939572147158,Religion
Allegory_in_the_Middle_Ages,Boron,Consolation_of_Philosophy,0.8333333333333334,5.8645299327061745e-05,Religion
Allegory_in_the_Middle_Ages,Boron,Dante_Alighieri,0.3333333333333333,0.00031922820988831497,People
Medieval_literature,Boron,Byzantine_Empire,0.15151515151515152,0.0012918693799320255,History
Medieval_literature,Boron,Guild,0.42424242424242425,0.00021349285981737693,Business
Philosophy,Boron,Astronomy,0.10273972602739725,0.0006489905987944056,Science
Philosophy,Boron,Niccol%C3%B2_Machiavelli,0.815068493150685,0.00011194376865682922,People
Science,Boron,Latin,0.08888888888888889,0.004423870040060783,Language
Science,Boron,Nature,0.24444444444444444,0.0003857381616702423,Science
Chemistry,Boron,Water,0.24050632911392406,0.0014554056567765042,Geography
Chemistry,Boron,Energy,0.16455696202531644,0.0010511884271658697,Science
Allegory_in_the_Middle_Ages,Boron,Dante_Alighieri,0.3333333333333333,0.00031922820988831497,People
Allegory_in_the_Middle_Ages,Boron,Middle_Ages,0.0,0.0021284751539196655,History
Middle_Ages,Boron,French_language,0.7821782178217822,0.0027413199320440946,Language
Middle_Ages,Boron,Africa,0.1188118811881188,0.003167721811701841,Geography
Aristotle,Boron,Thomas_Aquinas,0.8,0.00029950583099082844,People
Aristotle,Boron,Rome,0.9333333333333333,0.0016191014281815323,Geography
Geology,Boron,Aristotle,0.475,0.0011694147791972433,People
Geology,Boron,Oceanography,0.9,0.0001349435646034581,Geography
Chlorine,Boron,Periodic_table,0.2711864406779661,0.0006506972879202383,Science
Chlorine,Boron,Water_purification,0.7796610169491526,8.14986484919895e-05,Everyday
Allegory_in_the_Middle_Ages,Boron,God,0.5,0.0010926404270299543,Religion
Allegory_in_the_Middle_Ages,Boron,Consolation_of_Philosophy,0.8333333333333334,5.8645299327061745e-05,Religion
Consolation_of_Philosophy,Boron,Old_English_language,0.5714285714285714,0.0002976887174614592,Language
Consolation_of_Philosophy,Boron,Edward_Gibbon,0.14285714285714285,0.00017751295452149985,History
Thomas_Aquinas,Boron,Jesus,0.7272727272727273,0.0009691906499276004,Religion
Thomas_Aquinas,Boron,Mind,0.09090909090909091,0.00025556750878547003,Religion
Philosophy,Boron,Jacques-Louis_David,0.0,0.00013894952454651058,People
Philosophy,Boron,Democracy,0.4794520547945205,0.0014006924758083194,Citizenship
Astronomy,Boron,Black_hole,0.36893203883495146,0.00017489485943390513,Science
Astronomy,Boron,Star,0.7961165048543689,0.000605629004868723,Science
Chemistry,Boron,Bioinformatics,0.11392405063291139,0.00019861436582023677,Science
Chemistry,Boron,Energy,0.9493670886075949,0.0010511884271658697,Science
Allegory_in_the_Middle_Ages,Boron,Medieval_literature,0.16666666666666666,6.568830967835463e-05,Language
Allegory_in_the_Middle_Ages,Boron,Middle_Ages,0.0,0.0021284751539196655,History
Consolation_of_Philosophy,Boron,Old_English_language,0.5714285714285714,0.0002976887174614592,Language
Consolation_of_Philosophy,Boron,Plato,0.42857142857142855,0.0005701996151672547,People
Plato,Boron,John_Locke,0.5423728813559322,0.00046839897906355383,People
Plato,Boron,19th_century,0.8983050847457628,0.00241677674706315,History
Niels_Bohr,Boron,Bohrium,0.8780487804878049,6.0121956160188924e-05,Science
Niels_Bohr,Boron,Nazi_Germany,0.6829268292682927,0.000989346951102973,History
Electron,Boron,William_Gilbert,0.11428571428571428,0.00014227199223255154,People
Electron,Boron,Electricity,0.3142857142857143,0.0009586160610901587,Science
Allegory_in_the_Middle_Ages,Boron,Virgil,0.6666666666666666,0.0003549891013722675,People
Allegory_in_the_Middle_Ages,Boron,Virgil,0.6666666666666666,0.0003549891013722675,People
Middle_Ages,Boron,12th_century,0.594059405940594,0.0007178580524019857,History
Middle_Ages,Boron,15th_century,0.8118811881188119,0.0009319474059595194,History
Gunpowder,Boron,Sulfur,0.75,0.0006644763987239278,Science
Gunpowder,Boron,Alchemy,0.25,0.0005260099571757812,Science
Sulfur,Boron,Mohs_scale_of_mineral_hardness,0.09615384615384616,0.0004132614310858682,Geography
Sulfur,Boron,Electron,0.0673076923076923,0.001405075664236458,Science
Aluminium,Brothers_Grimm,Quartz,0.75,0.00031580046750809943,Geography
Aluminium,Brothers_Grimm,Argon,0.7068965517241379,0.00036474772073100787,Science
English_language,Brothers_Grimm,Samoa,0.7326732673267327,0.00018247704865662,Countries
English_language,Brothers_Grimm,Grenada,0.4603960396039604,0.00025260574747718587,Geography
Aluminium,Magma,Gallium,0.02586206896551724,0.00012277293853421337,Science
Aluminium,Magma,Magnesium,0.8620689655172413,0.0005399330727010289,Science
Humphry_Davy,Magma,Carbon,0.5405405405405406,0.0008955008102070185,Science
Humphry_Davy,Magma,Munich,0.6756756756756757,0.0003884148247293813,Geography
Hydrogen,Magma,Helium,0.0,0.0005384837820931781,Science
Hydrogen,Magma,Metal,0.6666666666666666,0.0007682518356126562,Science
Plasma_%28physics%29,Magma,Phase_%28matter%29,0.6785714285714286,0.0010620361615043424,Science
Plasma_%28physics%29,Magma,J._J._Thomson,0.17857142857142858,6.671837254503633e-05,History
Earth,Magma,Oxygen,0.03508771929824561,0.001673305735851902,Science
Earth,Magma,Crust_%28geology%29,0.09941520467836257,0.00037901536077033246,Geography
Aluminium,Magma,Ancient_Rome,0.49137931034482757,0.0015676233531342267,History
Aluminium,Magma,Oxygen,0.46551724137931033,0.001673305735851902,Science
Aluminium,Apollo_8,Ocean,0.7327586206896551,0.0007448385538930184,Geography
Aluminium,Apollo_8,Russia,0.6810344827586207,0.003496131617966406,Countries
Aluminium,Hinduism,Corundum,0.9741379310344828,9.817476024508108e-05,Geography
Aluminium,Hinduism,Oxygen,0.5775862068965517,0.001673305735851902,Science
People%27s_Republic_of_China,Hinduism,New_Zealand,0.46153846153846156,0.001702862333100483,Geography
People%27s_Republic_of_China,Hinduism,Desert,0.21153846153846154,0.00048489316397563257,Geography
Aluminium,Carrot,Lithium_aluminium_hydride,0.9913793103448276,5.252255070971078e-05,Science
Aluminium,Carrot,Earth%27s_atmosphere,0.7155172413793104,0.0011172529896653557,Geography
Potassium,Carrot,Life,0.7945205479452054,0.0005312084970801577,Science
Potassium,Carrot,Plant,0.4657534246575342,0.0016127671680471597,Science
Vegetable,Carrot,Pigment,0.8076923076923077,0.0002138425574735445,Science
Vegetable,Carrot,18th_century,0.5769230769230769,0.0014853436436355705,History
Vitamin_C,Carrot,Common_cold,0.2926829268292683,6.659718114692339e-05,Science
Vitamin_C,Carrot,Scurvy,0.17073170731707318,0.0001678194980537324,Science
Aluminium,Women%27s_rights,Central_processing_unit,0.3706896551724138,0.00022707185045051792,IT
Aluminium,Women%27s_rights,Transport,0.14655172413793102,0.0005973356387474691,Design
Automobile,Women%27s_rights,Germany,0.6136363636363636,0.004824150421324149,Geography
Automobile,Women%27s_rights,China,0.6363636363636364,0.0035655542811307357,Countries
United_States,Women%27s_rights,Football_%28soccer%29,0.5207877461706784,0.0017878940139589865,Everyday
United_States,Women%27s_rights,Corporation,0.3238512035010941,0.0004440795710701739,Business
Martin_Luther_King%2C_Jr.,Women%27s_rights,Sociology,0.07692307692307693,0.0003991629925690977,Citizenship
Martin_Luther_King%2C_Jr.,Women%27s_rights,Malcolm_X,0.8769230769230769,5.435401380277596e-05,People
Aluminium_chloride,Parrot,Sodium_hydroxide,0.5,0.000169540901458552,Science
